Hand,Player Profit,Running Count,True Count,Current Bet Size,Player Wins,Dealer Wins,Ties,Player Blackjacks,Dealer Blackjacks
40,-190,-8,-5,10,3,24,4,0,4
41,-200,-4,-4,10,3,25,4,0,4
43,-220,1,-1,10,3,27,4,0,5
1,10,1,0,10,1,0,0,0,0
2,0,7,0,10,1,1,0,0,0
3,-10,11,1,10,1,3,0,0,0
4,-10,13,1,10,1,3,1,0,0
5,10,14,2,20,1,3,1,0,0
6,30,16,2,20,1,3,1,0,0
7,0,14,3,30,1,4,1,0,0
8,-20,20,2,20,1,6,1,0,0
9,20,23,4,40,2,6,1,0,0
10,60,28,4,40,3,6,1,0,0
11,10,32,5,50,3,8,1,0,0
12,-50,34,6,60,3,9,1,0,0
14,-170,29,6,60,3,11,1,0,1
16,-180,26,6,60,4,12,1,0,2
17,-180,24,6,60,4,12,2,0,2
18,-180,27,6,60,4,12,3,0,2
19,-120,27,6,60,5,13,3,0,2
20,-180,21,6,60,5,14,3,0,2
21,-180,21,5,50,5,14,4,0,2
24,30.0,27,6,60,1,14,4,2,2
25,-60.0,28,9,90,1,15,4,2,2
26,30.0,29,9,90,1,15,4,2,2
27,480.0,35,9,90,4,15,4,2,2
28,370.0,40,11,110,4,16,4,2,2
29,240.0,38,13,130,4,17,4,2,2
30,360.0,38,12,120,1,17,4,2,2
31,240.0,37,12,120,1,18,4,2,2
32,360.0,33,12,120,1,18,4,2,2
33,200.0,34,16,160,1,19,4,2,2
34,370.0,33,17,170,1,19,4,2,2
35,370.0,32,16,160,1,19,5,2,2
36,370.0,28,16,160,1,19,6,2,2
37,510.0,27,14,140,1,19,6,2,2
38,380.0,28,13,130,1,20,6,2,2
39,240.0,31,14,140,1,21,6,2,2
40,90.0,32,15,150,1,22,6,2,2
41,-70.0,29,16,160,1,23,6,2,2
43,20.0,23,12,120,2,24,6,3,2
1,10,-1,0,10,1,0,0,0,0
2,20,3,-1,10,2,0,0,0,0
3,10,5,0,10,2,1,0,0,0
4,20,2,0,10,3,1,0,0,0
5,20,-1,0,10,3,1,1,0,0
6,10,4,-1,10,3,3,1,0,0
7,0,4,0,10,3,4,1,0,0
8,10,7,0,10,4,4,1,0,0
10,0,8,1,10,4,5,2,0,1
11,-10,13,1,10,4,6,2,0,1
12,-30,12,2,20,4,7,2,0,1
14,-10.0,7,1,10,5,8,2,1,1
15,-20.0,6,1,10,5,9,2,1,1
16,-30.0,5,1,10,5,11,2,1,1
17,-20.0,9,1,10,6,11,2,1,1
18,0.0,12,2,20,7,11,2,1,1
19,30.0,13,3,30,1,11,2,1,1
20,0.0,11,3,30,1,12,2,1,1
21,-20.0,12,2,20,1,13,2,1,1
22,-50.0,13,3,30,1,14,2,1,1
23,-80.0,18,3,30,1,15,2,1,1
24,-20.0,24,6,60,2,15,2,1,1
25,-100.0,26,8,80,2,16,2,1,1
26,-20.0,26,8,80,1,16,2,1,1
27,60.0,27,8,80,1,16,2,1,1
29,285.0,30,9,90,3,16,2,2,1
30,185.0,33,10,100,3,17,2,2,1
31,75.0,35,11,110,3,18,2,2,1
32,405.0,40,11,110,1,19,2,2,1
34,395.0,37,19,190,2,20,2,2,2
35,215.0,37,18,180,2,21,2,2,2
36,35.0,33,18,180,2,22,2,2,2
37,195.0,30,16,160,3,22,2,2,2
38,345.0,26,15,150,4,22,2,2,2
39,345.0,29,13,130,4,22,3,2,2
40,485.0,34,14,140,5,22,3,2,2
1,-10,1,0,10,0,1,0,0,0
3,-5.0,3,-1,10,1,2,0,1,0
4,5.0,3,0,10,2,2,0,1,0
5,15.0,2,0,10,3,2,0,1,0
6,5.0,2,0,10,3,3,0,1,0
7,-5.0,4,0,10,3,4,0,1,0
8,5.0,4,0,10,4,4,0,1,0
9,-5.0,1,0,10,4,5,0,1,0
10,-5.0,-2,0,10,4,5,1,1,0
11,-15.0,4,-1,10,4,6,1,1,0
12,-15.0,0,0,10,4,6,2,1,0
14,-15.0,-3,-1,10,5,7,2,1,1
15,-25.0,-2,-1,10,5,8,2,1,1
16,-35.0,-3,-1,10,5,9,2,1,1
17,-25.0,-1,-1,10,6,9,2,1,1
18,-35.0,1,-1,10,6,10,2,1,1
19,-25.0,-1,0,10,7,10,2,1,1
20,-35.0,1,-1,10,7,11,2,1,1
21,-45.0,3,0,10,7,12,2,1,1
22,-45.0,1,0,10,7,12,3,1,1
23,-55.0,-1,0,10,7,13,3,1,1
24,-45.0,-1,-1,10,8,13,3,1,1
25,-55.0,0,-1,10,8,14,3,1,1
26,-65.0,2,0,10,8,15,3,1,1
27,-55.0,4,0,10,9,15,3,1,1
28,-45.0,6,1,10,10,15,3,1,1
29,-45.0,4,2,20,10,15,4,1,1
30,-35.0,-1,1,10,11,15,4,1,1
31,-45.0,0,-1,10,11,16,4,1,1
32,-55.0,-2,0,10,11,17,4,1,1
33,-65.0,-4,-1,10,11,18,4,1,1
35,-85.0,-6,-4,10,11,20,4,1,2
36,-75.0,-6,-3,10,1,20,4,1,2
37,-65.0,-6,-3,10,2,20,4,1,2
38,-55.0,-8,-3,10,3,20,4,1,2
39,-65.0,-11,-4,10,3,21,4,1,2
40,-75.0,-11,-6,10,3,22,4,1,2
41,-85.0,-11,-6,10,3,23,4,1,2
42,-95.0,-6,-6,10,3,24,4,1,2
43,-85.0,-5,-3,10,4,24,4,1,2
1,-10,-1,0,10,0,2,0,0,0
2,-20,0,-1,10,0,3,0,0,0
3,-10,-3,0,10,1,3,0,0,0
4,0,-4,-1,10,1,3,0,0,0
5,-10,1,-1,10,1,4,0,0,0
6,0,4,0,10,2,4,0,0,0
7,10,-1,0,10,3,4,0,0,0
8,20,4,-1,10,4,4,0,0,0
9,10,5,0,10,4,5,0,0,0
11,10,7,1,10,1,6,0,0,1
12,20,8,1,10,2,6,0,0,1
13,10,8,1,10,2,7,0,0,1
14,20,10,1,10,1,7,0,0,1
15,20,10,2,20,1,7,1,0,1
16,20,13,2,20,1,7,2,0,1
17,50,14,3,30,2,7,2,0,1
18,20,19,3,30,2,8,2,0,1
20,120.0,24,4,40,1,9,2,1,1
21,60.0,26,6,60,1,10,2,1,1
22,120.0,28,6,60,1,10,2,1,1
23,50.0,34,7,70,1,11,2,1,1
24,160.0,34,11,110,2,12,2,1,1
26,445.0,34,12,120,4,12,2,2,1
28,335.0,32,11,110,4,13,3,2,2
29,235.0,34,10,100,4,14,3,2,2
30,345.0,29,11,110,5,14,3,2,2
31,435.0,32,9,90,1,14,3,2,2
32,335.0,34,10,100,1,15,3,2,2
33,225.0,34,11,110,1,16,3,2,2
34,395.0,34,17,170,1,16,3,2,2
35,565.0,34,17,170,1,16,3,2,2
36,735.0,34,17,170,2,16,3,2,2
37,905.0,32,17,170,3,16,3,2,2
38,745.0,31,16,160,3,17,3,2,2
39,895.0,36,15,150,4,17,3,2,2
40,895.0,32,18,180,4,17,4,2,2
41,735.0,28,16,160,4,18,4,2,2
42,875.0,27,14,140,5,18,4,2,2
1,10,-1,0,10,1,0,0,0,0
2,20,1,-1,10,1,0,0,0,0
3,10,6,0,10,1,1,0,0,0
4,0,3,1,10,1,2,0,0,0
5,10,8,0,10,2,2,0,0,0
6,20,14,1,10,3,2,0,0,0
7,80,17,2,20,5,2,0,0,0
8,50,16,3,30,5,3,0,0,0
9,80,18,3,30,1,3,0,0,0
10,110,19,3,30,2,3,0,0,0
11,110,22,3,30,2,3,1,0,0
12,150,21,4,40,1,3,1,0,0
13,190,20,4,40,2,3,1,0,0
14,190,23,4,40,2,3,2,0,0
15,140,28,5,50,2,4,2,0,0
16,140,28,7,70,2,4,3,0,0
17,210,27,7,70,1,4,3,0,0
18,150,27,6,60,1,5,3,0,0
19,210,30,6,60,2,5,3,0,0
20,280,25,7,70,3,5,3,0,0
21,340,28,6,60,4,5,3,0,0
22,270,28,7,70,4,6,3,0,0
23,340,29,7,70,5,6,3,0,0
24,430,25,9,90,1,6,3,0,0
25,350,23,8,80,1,7,3,0,0
26,350,21,7,70,1,7,4,0,0
27,420,24,7,70,2,7,4,0,0
28,340,25,8,80,2,8,4,0,0
29,260,26,8,80,2,9,4,0,0
30,180,31,8,80,2,10,4,0,0
31,280,34,10,100,3,10,4,0,0
32,280,33,11,110,3,10,5,0,0
34,520.0,32,16,160,4,10,6,1,0
35,360.0,31,16,160,4,11,6,1,0
36,210.0,30,15,150,4,12,6,1,0
38,-80.0,26,14,140,4,14,6,1,1
39,-210.0,25,13,130,4,15,6,1,1
40,-90.0,27,12,120,5,15,6,1,1
41,-220.0,28,13,130,5,16,6,1,1
1,10,2,0,10,1,0,0,0,0
2,20,2,0,10,2,0,0,0,0
3,30,0,0,10,3,0,0,0,0
4,20,-1,0,10,3,1,0,0,0
5,30,3,-1,10,1,1,0,0,0
6,30,3,0,10,1,1,1,0,0
7,40,3,0,10,1,1,1,0,0
8,30,4,0,10,1,2,1,0,0
9,40,2,0,10,1,2,1,0,0
10,50,1,0,10,2,2,1,0,0
12,55.0,2,0,10,3,3,1,1,0
13,65.0,1,0,10,1,3,1,1,0
14,55.0,3,0,10,1,4,1,1,0
15,45.0,3,0,10,1,5,1,1,0
16,55.0,5,0,10,2,5,1,1,0
17,65.0,7,1,10,1,5,1,1,0
18,75.0,7,1,10,2,5,1,1,0
19,85.0,8,1,10,3,5,1,1,0
20,85.0,9,2,20,3,5,2,1,0
21,105.0,11,2,20,4,5,2,1,0
22,85.0,8,2,20,4,6,2,1,0
23,65.0,8,2,20,4,7,2,1,0
26,60.0,11,3,30,5,9,2,2,1
27,30.0,8,3,30,5,10,2,2,1
28,30.0,13,2,20,5,10,3,2,1
30,-50.0,16,4,40,5,12,3,2,2
31,-100.0,15,5,50,5,13,3,2,2
32,-50.0,12,5,50,1,13,3,2,2
33,-10.0,13,4,40,2,13,3,2,2
34,-70.0,11,6,60,2,14,3,2,2
35,-70.0,11,5,50,2,14,4,2,2
36,-120.0,12,5,50,2,15,4,2,2
37,-180.0,11,6,60,2,16,4,2,2
38,-230.0,16,5,50,2,17,4,2,2
39,-150.0,16,8,80,1,17,4,2,2
40,-230.0,18,8,80,1,19,4,2,2
41,-230.0,17,9,90,1,19,5,2,2
42,-150.0,14,8,80,2,19,5,2,2
1,-10,4,0,10,0,1,0,0,0
2,-20,8,0,10,0,2,0,0,0
4,-20,8,1,10,1,3,0,0,1
5,-30,8,1,10,1,4,0,0,1
6,-20,7,1,10,1,4,0,0,1
7,-20,3,1,10,1,4,1,0,1
8,-30,0,0,10,1,5,1,0,1
9,-20,1,0,10,1,5,1,0,1
10,-10,-3,0,10,2,5,1,0,1
11,-20,0,-1,10,2,6,1,0,1
12,-30,0,0,10,2,8,1,0,1
13,-20,-2,0,10,1,8,1,0,1
14,-30,4,-1,10,1,9,1,0,1
15,-20,3,0,10,1,9,1,0,1
16,-30,2,0,10,1,10,1,0,1
17,-20,2,0,10,1,10,1,0,1
18,-20,8,0,10,1,10,2,0,1
20,-60,13,2,20,1,12,2,0,2
21,-30,14,3,30,1,12,2,0,2
22,0,16,3,30,2,12,2,0,2
23,-40,16,4,40,2,13,2,0,2
24,0,16,4,40,3,13,2,0,2
25,50,17,5,50,1,13,2,0,2
26,0,12,5,50,1,14,2,0,2
27,40,10,4,40,1,14,2,0,2
28,10,13,3,30,1,15,2,0,2
29,-30,9,4,40,1,16,2,0,2
30,-60,6,3,30,1,17,2,0,2
31,-40,11,2,20,2,17,2,0,2
32,-70,8,3,30,2,18,2,0,2
33,-90,6,2,20,2,19,2,0,2
34,-70,11,2,20,3,19,2,0,2
35,-20,11,5,50,4,19,2,0,2
36,-70,14,5,50,4,20,2,0,2
37,140,16,7,70,6,20,2,0,2
38,60,12,8,80,6,21,2,0,2
39,120,14,6,60,1,21,2,0,2
40,190,14,7,70,1,21,2,0,2
41,260,13,7,70,1,21,2,0,2
42,320,12,6,60,1,21,2,0,2
43,380,16,6,60,2,21,2,0,2
1,0,0,0,10,0,0,1,0,0
2,-10,-2,0,10,0,1,1,0,0
3,-20,1,-1,10,0,3,1,0,0
5,-15.0,-3,0,10,1,4,1,1,0
6,-5.0,-2,-1,10,2,4,1,1,0
7,5.0,-3,-1,10,3,4,1,1,0
9,10.0,3,-1,10,4,5,1,2,0
10,20.0,6,0,10,5,6,1,2,0
11,10.0,4,1,10,5,7,1,2,0
12,20.0,3,0,10,6,7,1,2,0
13,30.0,5,0,10,7,7,1,2,0
14,40.0,6,1,10,1,7,1,2,0
15,50.0,7,1,10,2,7,1,2,0
16,60.0,9,1,10,3,7,1,2,0
17,40.0,13,2,20,3,8,1,2,0
18,70.0,9,3,30,1,8,1,2,0
19,50.0,12,2,20,1,9,1,2,0
20,20.0,13,3,30,1,10,1,2,0
21,50.0,17,3,30,2,10,1,2,0
22,90.0,17,4,40,3,10,1,2,0
23,50.0,19,4,40,3,11,1,2,0
25,200.0,20,6,60,5,11,1,3,0
26,260.0,23,6,60,1,11,1,3,0
27,470.0,30,7,70,3,11,1,3,0
28,370.0,28,10,100,3,12,1,3,0
29,280.0,29,9,90,3,13,1,3,0
30,280.0,25,9,90,3,13,2,3,0
31,200.0,30,8,80,3,14,2,3,0
32,50.0,29,15,150,3,15,2,3,0
33,-90.0,25,14,140,3,16,2,3,0
34,-210.0,24,12,120,3,17,2,3,0
35,-90.0,23,12,120,1,17,2,3,0
36,-200.0,23,11,110,1,18,2,3,0
37,-310.0,23,11,110,1,20,2,3,0
38,-200.0,26,11,110,2,20,2,3,0
39,-330.0,27,13,130,2,21,2,3,0
40,60.0,28,13,130,4,21,2,3,0
1,10,-1,0,10,1,0,0,0,0
2,10,0,-1,10,1,0,1,0,0
3,20,0,0,10,1,0,1,0,0
4,30,-2,0,10,1,0,1,0,0
5,20,-7,-1,10,1,1,1,0,0
6,30,-8,-2,10,1,1,1,0,0
7,20,-6,-2,10,1,2,1,0,0
8,10,-6,-2,10,1,3,1,0,0
9,0,-3,-2,10,1,4,1,0,0
10,10,-2,-1,10,1,4,1,0,0
11,0,-4,-1,10,1,5,1,0,0
13,25.0,-5,-2,10,3,5,1,1,0
14,25.0,-1,-1,10,3,5,2,1,0
15,15.0,-3,-1,10,3,6,2,1,0
16,25.0,-7,-1,10,1,6,2,1,0
17,35.0,-7,-2,10,2,6,2,1,0
18,45.0,-9,-2,10,1,6,2,1,0
20,70.0,-11,-3,10,1,6,2,2,0
21,80.0,-15,-3,10,1,6,2,2,0
22,70.0,-17,-4,10,1,7,2,2,0
23,80.0,-17,-5,10,2,7,2,2,0
24,70.0,-19,-5,10,2,8,2,2,0
26,60.0,-18,-6,10,2,9,3,3,1
27,70.0,-21,-6,10,3,9,3,3,1
28,70.0,-16,-7,10,3,9,4,3,1
29,80.0,-17,-6,10,4,9,4,3,1
30,80.0,-16,-6,10,4,9,5,3,1
32,70.0,-15,-6,10,4,10,6,4,2
33,60.0,-16,-5,10,4,11,6,4,2
34,50.0,-13,-6,10,4,12,6,4,2
35,40.0,-8,-7,10,4,13,6,4,2
37,45.0,-8,-4,10,5,14,6,5,2
38,35.0,-6,-4,10,5,15,6,5,2
39,35.0,-10,-3,10,5,15,7,5,2
40,45.0,-13,-5,10,1,15,7,5,2
41,55.0,-14,-7,10,1,15,7,5,2
42,45.0,-10,-7,10,1,16,7,5,2
43,55.0,-6,-5,10,1,16,7,5,2
1,-10,2,0,10,0,1,0,0,0
2,0,1,0,10,1,1,0,0,0
3,-10,2,0,10,1,2,0,0,0
4,-10,2,0,10,1,2,1,0,0
6,5.0,4,0,10,2,2,2,1,0
7,15.0,9,0,10,3,2,2,1,0
8,5.0,7,1,10,3,3,2,1,0
9,15.0,5,1,10,1,3,2,1,0
11,40.0,7,1,10,1,3,2,2,0
12,40.0,7,1,10,1,3,3,2,0
13,30.0,9,1,10,1,4,3,2,0
14,30.0,8,1,10,1,4,4,2,0
15,20.0,6,1,10,1,5,4,2,0
16,10.0,4,1,10,1,6,4,2,0
17,20.0,9,1,10,2,6,4,2,0
18,20.0,10,2,20,2,6,5,2,0
19,40.0,10,2,20,3,6,5,2,0
20,60.0,6,2,20,1,6,5,2,0
21,50.0,9,1,10,1,7,5,2,0
23,50.0,6,2,20,2,8,5,2,1
24,40.0,4,1,10,2,9,5,2,1
25,40.0,8,1,10,2,9,6,2,1
26,60.0,7,2,20,3,9,6,2,1
27,80.0,2,2,20,4,9,6,2,1
28,90.0,3,0,10,5,9,6,2,1
29,90.0,5,1,10,5,9,7,2,1
30,80.0,9,1,10,5,10,7,2,1
31,110.0,10,3,30,1,10,7,2,1
32,80.0,15,3,30,1,11,7,2,1
33,150.0,15,7,70,1,11,7,2,1
34,220.0,16,7,70,1,11,7,2,1
35,140.0,22,8,80,1,12,7,2,1
36,250.0,24,11,110,2,12,7,2,1
37,130.0,31,12,120,2,13,7,2,1
38,280.0,33,15,150,3,13,7,2,1
40,370.0,32,15,150,4,14,7,3,1
41,210.0,30,16,160,4,15,7,3,1
42,360.0,25,15,150,5,15,7,3,1
1,10,1,0,10,1,0,0,0,0
2,20,3,0,10,2,0,0,0,0
3,30,5,0,10,3,0,0,0,0
4,40,3,0,10,1,0,0,0,0
5,30,2,0,10,1,1,0,0,0
6,40,5,0,10,2,1,0,0,0
7,50,4,1,10,1,1,0,0,0
8,40,5,0,10,1,2,0,0,0
9,50,3,1,10,2,2,0,0,0
10,40,4,0,10,2,3,0,0,0
12,65.0,3,0,10,4,4,0,1,0
13,55.0,2,0,10,4,5,0,1,0
14,65.0,5,0,10,5,5,0,1,0
15,75.0,8,1,10,1,5,0,1,0
16,75.0,9,2,20,1,5,1,1,0
17,95.0,8,2,20,2,5,1,1,0
18,75.0,5,2,20,2,6,1,1,0
19,75.0,3,1,10,2,6,2,1,0
20,65.0,3,0,10,2,7,2,1,0
21,55.0,9,0,10,2,9,2,1,0
22,35.0,9,2,20,2,10,2,1,0
23,15.0,10,2,20,2,11,2,1,0
24,45.0,10,3,30,3,11,2,1,0
25,75.0,13,3,30,4,11,2,1,0
26,115.0,14,4,40,1,11,2,1,0
27,75.0,14,4,40,1,12,2,1,0
28,115.0,13,4,40,1,12,2,1,0
29,115.0,15,4,40,1,12,3,1,0
30,65.0,15,5,50,1,13,3,1,0
31,165.0,14,5,50,1,13,4,1,0
33,45.0,11,5,50,1,15,4,1,1
34,-5.0,12,5,50,1,16,4,1,1
36,-15.0,6,5,50,2,17,4,1,2
37,15.0,7,3,30,3,17,4,1,2
38,-15.0,8,3,30,3,18,4,1,2
39,25.0,11,4,40,1,18,4,1,2
40,75.0,8,5,50,1,18,4,1,2
41,115.0,7,4,40,2,18,4,1,2
3,-5.0,6,0,10,1,2,0,1,1
4,5.0,6,1,10,1,2,0,1,1
5,-5.0,5,1,10,1,3,0,1,1
6,-15.0,10,0,10,1,4,0,1,1
7,-35.0,9,2,20,1,5,0,1,1
9,-55.0,13,1,10,1,8,0,1,2
10,-75.0,14,2,20,1,9,0,1,2
11,-95.0,14,2,20,1,10,0,1,2
12,-115.0,13,2,20,1,11,0,1,2
13,-135.0,16,2,20,1,12,0,1,2
15,-195.0,16,3,30,1,14,0,1,3
16,-235.0,16,4,40,1,15,0,1,3
17,-195.0,17,4,40,2,15,0,1,3
18,-155.0,16,4,40,3,15,0,1,3
19,-195.0,16,4,40,3,16,0,1,3
20,-235.0,12,4,40,3,17,0,1,3
21,-265.0,11,3,30,3,18,0,1,3
22,-245.0,14,2,20,4,18,0,1,3
23,-215.0,14,3,30,1,18,0,1,3
24,-185.0,16,3,30,2,18,0,1,3
25,-235.0,17,5,50,2,19,0,1,3
26,-185.0,22,5,50,1,19,0,1,3
27,-255.0,24,7,70,1,20,0,1,3
28,-335.0,30,8,80,1,21,0,1,3
29,-235.0,32,10,100,1,21,0,1,3
30,-135.0,32,10,100,2,21,0,1,3
31,-35.0,34,10,100,1,21,0,1,3
32,75.0,37,11,110,1,21,0,1,3
33,-45.0,39,12,120,1,22,0,1,3
35,440.0,41,20,200,1,22,0,2,3
36,640.0,45,20,200,1,22,0,2,3
37,420.0,44,22,220,1,23,0,2,3
38,200.0,43,22,220,1,24,0,2,3
39,410.0,43,21,210,1,24,0,2,3
40,620.0,41,21,210,1,24,0,2,3
41,420.0,38,20,200,1,25,0,2,3
42,610.0,34,19,190,1,25,0,2,3
43,780.0,31,17,170,2,25,0,2,3
1,10,0,0,10,1,0,0,0,0
2,20,4,0,10,2,0,0,0,0
3,30,4,0,10,3,0,0,0,0
4,20,7,0,10,3,1,0,0,0
5,30,8,1,10,4,1,0,0,0
6,20,13,1,10,4,2,0,0,0
8,-20,12,2,20,4,4,0,0,1
10,-20,16,2,20,5,5,0,0,2
11,10,20,3,30,6,5,0,0,2
12,50,19,4,40,1,5,0,0,2
13,20,23,3,30,1,6,0,0,2
14,20,19,5,50,1,6,1,0,2
15,60,16,4,40,2,6,1,0,2
16,20,19,4,40,2,7,1,0,2
17,60,21,4,40,1,7,1,0,2
18,10,17,5,50,1,8,1,0,2
19,-30,21,4,40,1,9,1,0,2
20,-80,17,5,50,1,10,1,0,2
21,-40,20,4,40,1,10,1,0,2
22,10,19,5,50,1,10,1,0,2
23,-30,14,4,40,1,11,1,0,2
24,-70,18,4,40,1,12,1,0,2
25,-130,16,6,60,1,13,1,0,2
26,-80,16,5,50,2,13,1,0,2
27,-30,16,5,50,1,13,1,0,2
29,-30,13,5,50,1,14,1,0,3
30,-70,14,4,40,1,15,1,0,3
31,-110,19,4,40,1,16,1,0,3
32,-170,17,6,60,1,17,1,0,3
33,-220,16,5,50,1,18,1,0,3
34,-140,16,8,80,2,18,1,0,3
35,-220,17,8,80,2,19,1,0,3
36,-300,16,8,80,2,20,1,0,3
37,-380,13,8,80,2,21,1,0,3
39,-380,13,6,60,3,22,1,0,4
40,-440,14,6,60,3,23,1,0,4
41,-370,18,7,70,4,23,1,0,4
1,10,-2,0,10,1,0,0,0,0
2,20,1,-1,10,2,0,0,0,0
4,20,4,0,10,3,1,0,0,1
5,10,2,0,10,3,2,0,0,1
7,-10,8,0,10,3,4,0,0,2
8,-20,3,1,10,3,5,0,0,2
9,-10,7,0,10,4,5,0,0,2
10,0,6,1,10,5,5,0,0,2
11,0,4,1,10,5,5,1,0,2
12,10,8,0,10,6,5,1,0,2
13,0,13,1,10,6,6,1,0,2
15,10.0,17,2,20,7,7,1,1,2
16,50.0,21,4,40,8,7,1,1,2
17,0.0,18,5,50,8,8,1,1,2
18,-40.0,16,4,40,8,9,1,1,2
20,-40.0,20,4,40,1,10,1,1,3
21,10.0,19,5,50,2,10,1,1,3
22,-30.0,17,4,40,2,11,1,1,3
23,-70.0,17,4,40,2,12,1,1,3
24,-110.0,20,4,40,2,13,1,1,3
25,-170.0,19,6,60,2,14,1,1,3
26,-110.0,17,6,60,1,14,1,1,3
27,-60.0,16,5,50,1,14,1,1,3
28,-110.0,15,5,50,1,15,1,1,3
29,-160.0,12,5,50,1,16,1,1,3
30,-120.0,9,4,40,2,16,1,1,3
31,-120.0,8,3,30,2,16,2,1,3
32,-140.0,4,2,20,2,17,2,1,3
33,-130.0,10,1,10,1,17,2,1,3
34,-180.0,11,5,50,1,18,2,1,3
35,-230.0,17,5,50,1,19,2,1,3
36,-150.0,17,8,80,2,19,2,1,3
38,-170.0,13,6,60,1,20,2,1,4
39,-110.0,10,6,60,1,20,2,1,4
40,-160.0,12,5,50,1,21,2,1,4
41,-220.0,12,6,60,1,22,2,1,4
1,-10,2,0,10,0,1,0,0,0
2,0,-1,0,10,1,1,0,0,0
3,0,-5,-1,10,1,1,1,0,0
4,10,-3,-1,10,1,1,1,0,0
5,0,3,-1,10,1,2,1,0,0
6,10,5,0,10,2,2,1,0,0
7,0,2,1,10,2,3,1,0,0
8,-10,1,0,10,2,4,1,0,0
9,-20,6,0,10,2,5,1,0,0
10,-10,5,1,10,3,5,1,0,0
11,0,9,1,10,4,5,1,0,0
12,10,8,1,10,1,5,1,0,0
14,45.0,11,2,20,3,5,1,1,0
15,65.0,15,2,20,4,5,1,1,0
16,95.0,16,3,30,1,5,1,1,0
17,55.0,17,4,40,1,6,1,1,0
18,15.0,18,4,40,1,7,1,1,0
19,-25.0,14,4,40,1,8,1,1,0
20,5.0,13,3,30,2,8,1,1,0
22,-5.0,12,2,20,1,9,1,1,1
23,-35.0,19,3,30,1,11,1,1,1
24,-95.0,22,6,60,1,12,1,1,1
25,-25.0,24,7,70,1,12,1,1,1
26,-25.0,22,8,80,1,12,2,1,1
27,-95.0,21,7,70,1,13,2,1,1
28,-25.0,21,7,70,2,13,2,1,1
29,45.0,21,7,70,3,13,2,1,1
30,115.0,21,7,70,4,13,2,1,1
31,45.0,20,7,70,4,14,2,1,1
32,105.0,21,6,60,1,14,2,1,1
33,105.0,24,10,100,1,14,3,1,1
34,-15.0,24,12,120,1,15,3,1,1
35,-135.0,23,12,120,1,16,3,1,1
36,-245.0,24,11,110,1,17,3,1,1
37,-125.0,25,12,120,2,17,3,1,1
39,165.0,26,11,110,4,17,3,2,1
40,295.0,22,13,130,5,17,3,2,1
1,10,0,0,10,1,0,0,0,0
2,0,3,0,10,1,1,0,0,0
4,25.0,-3,-1,10,3,1,0,1,0
5,35.0,-5,-1,10,1,1,0,1,0
7,35.0,-7,-1,10,1,2,0,1,1
8,25.0,-4,-2,10,1,3,0,1,1
9,15.0,-3,-1,10,1,4,0,1,1
10,5.0,-4,-1,10,1,5,0,1,1
11,15.0,-5,-1,10,2,5,0,1,1
12,25.0,-3,-1,10,1,6,0,1,1
13,15.0,-5,-1,10,1,7,0,1,1
14,25.0,-7,-1,10,2,7,0,1,1
15,35.0,-8,-2,10,3,7,0,1,1
16,25.0,-9,-2,10,3,8,0,1,1
17,35.0,-8,-3,10,1,8,0,1,1
18,25.0,-10,-2,10,1,9,0,1,1
19,15.0,-13,-3,10,1,10,0,1,1
20,5.0,-11,-4,10,1,11,0,1,1
22,10.0,-8,-3,10,2,12,0,2,1
23,0.0,-9,-2,10,2,13,0,2,1
24,0.0,-9,-3,10,2,13,1,2,1
25,10.0,-6,-3,10,1,13,1,2,1
26,0.0,0,-2,10,1,15,1,2,1
27,10.0,6,0,10,2,15,1,2,1
28,30.0,4,2,20,1,15,1,2,1
29,40.0,7,1,10,2,15,1,2,1
30,60.0,5,2,20,1,15,1,2,1
31,50.0,4,1,10,1,16,1,2,1
32,60.0,3,1,10,2,16,1,2,1
33,70.0,6,1,10,3,16,1,2,1
34,40.0,7,3,30,3,19,1,2,1
35,70.0,3,3,30,1,19,1,2,1
36,60.0,3,1,10,1,20,1,2,1
37,60.0,2,1,10,1,22,2,2,1
38,50.0,0,1,10,1,23,2,2,1
39,60.0,3,0,10,2,23,2,2,1
40,70.0,8,1,10,1,23,2,2,1
1,-10,-2,0,10,0,1,0,0,0
3,-5.0,-7,-1,10,1,2,0,1,0
4,-15.0,-6,-2,10,1,3,0,1,0
5,-5.0,-3,-1,10,2,3,0,1,0
6,5.0,-3,-1,10,3,3,0,1,0
7,15.0,-2,-1,10,4,3,0,1,0
8,5.0,-1,-1,10,4,4,0,1,0
9,-5.0,-2,-1,10,4,5,0,1,0
10,5.0,-6,-1,10,5,5,0,1,0
11,15.0,-7,-2,10,1,5,0,1,0
12,15.0,-8,-2,10,1,5,1,1,0
14,15.0,-13,-3,10,2,6,1,1,1
15,25.0,-11,-3,10,3,6,1,1,1
16,35.0,-14,-3,10,1,6,1,1,1
17,45.0,-9,-4,10,1,6,1,1,1
18,55.0,-6,-3,10,2,6,1,1,1
19,45.0,-6,-2,10,2,7,1,1,1
20,55.0,-6,-2,10,1,7,1,1,1
21,45.0,-4,-2,10,1,8,1,1,1
22,35.0,-2,-1,10,1,9,1,1,1
23,25.0,-3,-1,10,1,10,1,1,1
24,35.0,-3,-1,10,1,10,1,1,1
25,25.0,0,-1,10,1,11,1,1,1
